"question_id_q","german_question_text_q","english_question_text_q","chatbot_answer_de","chatbot_answer_en","chatbot_links_function_de","chatbot_links_function_en","earliest_start_time"
"153","Können Sie Details zu Stipendien oder Finanzhilfemöglichkeiten für internationale Studierende bereitstellen?","Can you provide details about scholarships or financial aid options available for international students?","An der Universität Osnabrück gibt es verschiedene Stipendien- und Finanzhilfemöglichkeiten für internationale Studierende:

1. **Deutschlandstipendium**: Jährlich können sich Studierende für dieses Stipendium bewerben, das besondere Leistungen honoriert. [Mehr Informationen hier](https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/deutschlandstipendium/).

2. **Landesstipendium Niedersachsen**: Dieses Stipendium wird jährlich zum Wintersemester vergeben und beträgt 500 Euro (Einmalzahlung). Es richtet sich an Studierende mit besonderen Leistungen oder herausragendem Engagement. [Details hier](https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/landesstipendium-niedersachsen/).

3. **Botschafterstipendien**: Diese werden an ausländische Studierende von Partneruniversitäten vergeben. Das International Office bietet hierzu weitere Informationen. [Hier mehr erfahren](https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/foerderpreise/).

4. **Hilde Domin Programm**: Ein Stipendienprogramm des DAAD für gefährdete Studierende, das die Fortführung von Studien- und Forschungsprojekten in Deutschland unterstützt. [Weitere Informationen](https://www.daad.de/de/studieren-und-forschen-in-deutschland/stipendien-finden/hilde-domin-programm/).

5. **Madame Courage Osnabrück**: Ein Förderprogramm für alleinerziehende Studierende. [Details hier](https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/gleichstellungsbuero/studierende/vereinbarkeit-studium-und-familie/madame-courage-osnabrueck/).

6. **Begabtenförderungswerke**: Stipendien von verschiedenen Stiftungen, die auf überdurchschnittliche Leistungen und Engagement abzielen. [Mehr Informationen](https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/begabtenfoerderungswerke/).

7. **Suchportale für Stipendien**: Plattformen wie [european-funding-guide.eu](http://www.european-funding-guide.eu) und [e-fellows.net](http://www.e-fellows.net) bieten eine Übersicht über verschiedene Stipendienmöglichkeiten.

Für weitere Informationen und individuelle Beratung können Sie das **International Office** der Universität Osnabrück kontaktieren:
- **E-Mail**: [international@uni-osnabrueck.de](mailto:international@uni-osnabrueck.de)
- **Telefon**: +49 541 969 4599

Wenn Sie spezifische Fragen zu einem bestimmten Stipendium haben oder weitere Informationen benötigen, lassen Sie es mich wissen!","The University of Osnabrück offers various scholarships and financial aid options for international students. Here are some key opportunities:

1. **Deutschlandstipendium**: A scholarship program that supports students based on their academic performance and social engagement. More information can be found [here](https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/deutschlandstipendium/).

2. **Landesstipendium Niedersachsen**: This state scholarship is available for students in Niedersachsen. Details can be found [here](https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/landesstipendium-niedersachsen/).

3. **Botschafterstipendien (Ambassador Scholarships)**: Offered by the International Office for international exchange students from partner universities. More information is available [here](https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/austauschstudierende/botschafterstipendien/).

4. **Hilde Domin Programm**: A scholarship program for threatened students and doctoral candidates, allowing them to continue their studies or research projects in Germany. More details can be found on the [DAAD website](https://www.daad.de/de/studieren-und-forschen-in-deutschland/stipendien-finden/hilde-domin-programm/).

5. **Zukunftsfonds-(Friedens-)Stipendium**: For students affected by conflicts in their home countries, providing financial support for study-related expenses. Applications are accepted until January 2, 2025. More information can be found in the [PDF announcement](https://www.uni-osnabrueck.de/fileadmin/documents/public/1_universitaet/1.3_organisation/akademisches_auslandsamt/downloads/Internationale_Studierende/Ausschreibung_Zukunftsfonds_DE.pdf).

6. **Studienabschluss-Stipendium**: A one-time scholarship of €500 for international students nearing graduation. Applications are due by September 15, 2024.

7. **DAAD-Preis**: Awarded to international students for outstanding academic achievements and social engagement, with a prize of €1,000. Applications are due by September 1, 2024.

8. **External Scholarships**: Various external scholarship programs are available, including those from organizations like the Friedrich-Ebert-Stiftung and Konrad-Adenauer-Stiftung. More information can be found on the [StipendiumPlus portal](https://www.stipendiumplus.de/startseite.html).

For further inquiries, you can contact the International Office at the University of Osnabrück:
- **Email**: [international@uni-osnabrueck.de](mailto:international@uni-osnabrueck.de)
- **Phone**: +49 541 969 4599

For a comprehensive overview of all financial aid options, you can visit the [University of Osnabrück's financial aid page](https://www.uni-osnabrueck.de/en/prospective-students/international-prospective-students/fees-and-financing/).","https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/;https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/landesstipendium-niedersachsen/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/kosten-und-finanzierung/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/","https://www.uni-osnabrueck.de/studieninteressierte/stipendien-und-foerderung/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/kosten-und-finanzierung/;https://www.uni-osnabrueck.de/universitaet/organisation/international-office/foerderprogramme-infos-veranstaltungen/aktuelles-fuer-internationale-studierende-news-for-international-students/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/austauschstudierende/botschafterstipendien/","2025-01-09 13:39:44.856609"
"105","Welche Tools stellt die Uni mir zur Verfügung?","What tools does the university provide me with?","Die Universität Osnabrück bietet verschiedene Tools und Ressourcen, um Studierenden und Studieninteressierten zu helfen. Dazu gehören:

1. **Online-Bewerbungssystem:** Ein System, über das Sie sich für Studiengänge bewerben können.
2. **Studierendenportal:** Hier können Sie Ihre Studienangelegenheiten verwalten, Informationen zu Ihrem Studienverlauf einsehen und auf wichtige Dokumente zugreifen.
3. **E-Learning-Plattformen:** Diese Plattformen bieten Zugang zu Online-Kursen, Materialien und weiteren Lernressourcen.
4. **Bibliotheksdienste:** Zugang zu digitalen und physischen Ressourcen, einschließlich Büchern, Zeitschriften und Datenbanken.
5. **Beratungsdienste:** Unterstützung bei Studienfragen, Karriereberatung und psychologischer Beratung.

Wenn Sie spezifische Informationen zu einem bestimmten Tool oder Dienst benötigen, lassen Sie es mich bitte wissen!","I can provide information about the tools and resources available at the University of Osnabrück. However, I need to clarify whether you are asking about specific academic tools, online platforms for students, or something else. Could you please specify what type of tools you are interested in?","","","2025-01-09 13:39:44.856609"
"129","Gibt es spezielle Workshops oder Networking-Veranstaltungen für Masterstudenten in Kognitionswissenschaften?","Are there any special workshops or networking events for Master’s students in Cognitive Science?","Es tut mir leid, aber ich konnte keine spezifischen Informationen zu Workshops oder Networking-Veranstaltungen für Masterstudenten in Kognitionswissenschaften an der Universität Osnabrück finden. 

Es könnte hilfreich sein, direkt bei der Fakultät für Kognitionswissenschaften oder im Studierendenservice nachzufragen, da sie möglicherweise aktuelle Informationen oder geplante Veranstaltungen haben. Möchten Sie, dass ich Ihnen dabei helfe, die Kontaktdaten zu finden?","I couldn't find specific information about special workshops or networking events for Master’s students in Cognitive Science at the University of Osnabrück. It's possible that such events are organized on an ad-hoc basis or may not be widely advertised.

I recommend checking the university's official website or contacting the Cognitive Science department directly for the most accurate and up-to-date information. Would you like assistance with anything else?","","","2025-01-09 13:39:44.856609"
"351","Wann macht ein Master Sinn ","When does a Master's make sense","Um Ihnen eine präzise Antwort zu geben, benötige ich mehr Informationen über Ihre Situation. Möchten Sie wissen, wann es sinnvoll ist, einen Masterabschluss in einem bestimmten Fachbereich zu machen, oder interessieren Sie sich für allgemeine Gründe, warum ein Masterabschluss vorteilhaft sein kann? Bitte teilen Sie mir mehr Details mit, damit ich Ihnen besser helfen kann.","I'm unable to assist with that question as it falls outside the scope of the University of Osnabrück. If you have any questions related to the university, such as programs, admissions, or application processes, feel free to ask!","","","2025-01-09 13:39:44.856609"
"212","Wo ist das Gebäude 69?","Where is building 69?","Das Gebäude 69 der Universität Osnabrück befindet sich im Stadtteil Westerberg. Für genauere Informationen und um den Standort auf einem interaktiven Lageplan zu sehen, können Sie [hier klicken](http://geo.osnabrueck.de/uni/). 

Zusätzlich finden Sie auf der Webseite der Universität Lagepläne und weitere Informationen zu den verschiedenen Standorten und Gebäuden.","Building 69 is located at the Westerberg campus of the University of Osnabrück. Specifically, it houses the Institute for Philosophy. For more detailed information, including a map and directions, you can visit the [interactive campus map](http://geo.osnabrueck.de/uni/).","https://www.uni-osnabrueck.de/universitaet/lageplaene/;https://www.home.uni-osnabrueck.de/gskalla/gebaeude.html;https://www.sozialwissenschaften.uni-osnabrueck.de/fileadmin/Neuigkeiten_des_FB/WiSe201415/Lageplan_Uni_Osnabr%C3%BCck_WS_2014_15.pdf;https://www.fb1.uni-osnabrueck.de/institute/historisches_seminar.html","https://www.uni-osnabrueck.de/universitaet/lageplaene/;https://www.fb1.uni-osnabrueck.de/institute/historisches_seminar.html;https://www.geschichte.uni-osnabrueck.de/historisches_seminar/anfahrtkontakt.html;https://www.philosophie.uni-osnabrueck.de/kontaktsprechzeiten/kontaktsprechzeiten.html","2025-01-09 13:39:44.856609"
"143","Wie sind die Mietpreise für Wohnungen in der Nähe des Campus","What are the rental prices for apartments near the campus?","Die Mietpreise für Wohnungen in der Nähe des Campus Osnabrück variieren je nach Art der Unterkunft. Hier sind einige Informationen:

1. **Gästehaus der Universität Osnabrück**:
   - **Einzelapartments**: ab 14,89 € pro Nacht (bei einer Mietdauer von 5 Wochen).
   - **Doppelzimmer**: ab 19,68 € pro Nacht (bei einer Mietdauer von 5 Wochen).
   - **3-Bett-Apartments**: ab 21,09 € pro Nacht.
   - **4-Bett-Apartments**: ab 24,68 € pro Nacht.

   Die Preise beinhalten die Mehrwertsteuer und die Endreinigungskosten sind separat (70 € für Einzelzimmer, 100 € für Doppelzimmer usw.).

2. **Studentenwohnheime**:
   - Die Kosten für ein Einzelzimmer in einem Studentenwohnheim betragen etwa 255 bis 490 Euro monatlich. Zu Beginn fällt eine Kaution von 400 Euro an, die bei ordnungsgemäßer Rückgabe des Zimmers zurückerstattet wird.

3. **Private Unterkünfte**:
   - Wohnungen und Zimmer auf dem freien Markt sind in der Regel teurer als in den Wohnheimen. 

Für weitere Informationen oder um eine Unterkunft zu buchen, können Sie die Wohnraumzentrale des Studentenwerks Osnabrück kontaktieren: [Wohnraumzentrale](http://www.studentenwerk-osnabrueck.de/de/studentisches-wohnen.html).

Wenn Sie spezifische Fragen zu einem bestimmten Wohnheim oder einer Unterkunft haben, lassen Sie es mich wissen!","The rental prices for apartments near the University of Osnabrück vary depending on the type of accommodation:

1. **Student Dormitories**: 
   - The cost for a single room in a student dormitory ranges from approximately **255 to 490 Euros** per month. 
   - A deposit of **400 Euros** is required, which is refundable upon leaving the room in good condition.

2. **Private Accommodations**: 
   - Apartments and rooms on the open market are generally more expensive than those in dormitories. 
   - Monthly rental prices for private accommodations typically range from **250 to 350 Euros**.

For more information, you can visit the [Studentenwerk Osnabrück](http://www.studentenwerk-osnabrueck.de/de/studentisches-wohnen.html) or contact them at **wohnen@sw-os.de**. 

If you have any further questions or need assistance with the application process, feel free to ask!","https://www.uni-osnabrueck.de/universitaet/organisation/gemeinschaftliche-einrichtungen/gaestehaus/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/service/wohnen/;https://www.uni-osnabrueck.de/studieninteressierte/leben-in-osnabrueck/wohnen/;https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/gleichstellungsbuero/studierende/vereinbarkeit-studium-und-familie/","https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/service/wohnen/;https://www.uni-osnabrueck.de/universitaet/organisation/gemeinschaftliche-einrichtungen/gaestehaus/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/austauschstudierende/unterkunft/;https://www.jura.uni-osnabrueck.de/fileadmin/public/media/Erasmus_DOCS/Italien/Erfahrungsbericht_Max_Westd%C3%B6rp_WS_20_21.pdf","2025-01-09 13:39:44.856609"
"123","Wo kann ich meine bisher erbrachten Leistungen und Noten einsehen?","Where can I view my previously provided services and grades?","Sie können Ihre bisher erbrachten Leistungen und Noten im Prüfungsamt der Universität Osnabrück einsehen. Dort erhalten Sie einen Kontoauszug mit einer Übersicht Ihrer fachspezifischen Leistungen. Wenn Sie eine Übersicht über Leistungen aus mehreren Fachbereichen benötigen, müssen Sie sich an das Mehrfächerprüfungsamt (PATMOS) wenden.

Hier sind einige nützliche Links für weitere Informationen:

- [Prüfungsamt - Häufig gestellte Fragen](https://www.lili.uni-osnabrueck.de/fachbereich/studium_und_lehre/pruefungsamt/haeufig_gestellte_fragen.html)
- [Mehrfächerprüfungsamt - PATMOS](https://www.uni-osnabrueck.de/universitaet/organisation/zentrale_verwaltung/studentische_angelegenheiten/mehrfaecher_pruefungsamt_patmos.html)

Wenn Sie weitere Fragen haben oder spezifische Informationen benötigen, lassen Sie es mich wissen!","You can view your previously provided services and grades through the HISinONE system at the University of Osnabrück. Here are the key points regarding accessing your grades and performance records:

1. **Preliminary Transcript**: A preliminary transcript can be issued once you have completed at least 150 credit points. If you have fewer than 150 credit points, you should contact the relevant contact person in the PATMOS office.

2. **Final Certificate**: You can apply for a final certificate once your overall grade is visible in HISinONE. This final certificate will be issued along with the Diploma Supplement, which includes a complete performance overview (Transcript of Records).

3. **Accessing Performance Records**: You can independently obtain performance overviews from HISinONE at any time and in any quantity, provided that a sealed document is not required.

4. **Application Forms**: If you need to apply for a preliminary transcript or a final certificate, you can fill out the application forms online and submit them via email to the Mehrfächer-Prüfungsamt (PATMOS) or send them by post.

For more detailed information, you can visit the [University of Osnabrück's official page on student affairs](https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/studentische-angelegenheiten/mehrfaecher-pruefungsamt-patmos/checklisten-und-antragsformulare/).","https://www.lili.uni-osnabrueck.de/fachbereich/studium_und_lehre/pruefungsamt/haeufig_gestellte_fragen.html;https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/studentische-angelegenheiten/mehrfaecher-pruefungsamt-patmos/checklisten-und-antragsformulare/;https://www.uni-osnabrueck.de/fileadmin/documents/public/ordnungen/Allgemeine-PO-Bachelor-Master_2020-06.pdf;https://www.uni-osnabrueck.de/fileadmin/documents/public/ordnungen/PO-Master-Psychologie-KP_2018-09.pdf","https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/studentische-angelegenheiten/mehrfaecher-pruefungsamt-patmos/checklisten-und-antragsformulare/;https://www.uni-osnabrueck.de/fileadmin/documents/public/ordnungen/Allgemeine-PO-Bachelor-Master_2020-06.pdf;https://www.uni-osnabrueck.de/fileadmin/documents/public/ordnungen/PO-Master-Psychologie-KP_2018-09.pdf;https://www.uni-osnabrueck.de/fileadmin/documents/public/ordnungen/PO-Bachelor-Psychologie_2018-09.pdf","2025-01-09 13:39:44.856609"
"315","Wie kann ich meine lernen Optimierten. ","How can I optimize my learning.","Es tut mir leid, aber ich kann Ihnen dabei nicht helfen. Wenn Sie Fragen zur Universität Osnabrück haben, wie zum Beispiel zu Studiengängen oder dem Bewerbungsprozess, lassen Sie es mich bitte wissen!","I'm unable to assist with questions about optimizing learning as it falls outside the scope of the University of Osnabrück. If you have any specific questions related to the university, such as programs, admissions, or student resources, feel free to ask!","","","2025-01-09 13:39:44.856609"
"328","Wie wurden die Antwortdaten für diesen Chatbot generiert? (Kontext: Andere ""KI-Bots"" holen ihre Datensätze auf Basis von Ausbeutung anderer Menschen)","How were the response data for this chatbot generated? (Context: Other ""AI bots"" obtain their datasets based on the exploitation of other people)","Es tut mir leid, aber ich kann Ihnen bei dieser Frage nicht helfen, da sie außerhalb des Rahmens meiner Unterstützung liegt. Ich bin hier, um Informationen und Unterstützung zur Universität Osnabrück zu bieten. Wenn Sie Fragen zu Studiengängen, Bewerbungsprozessen oder anderen universitätsbezogenen Themen haben, lassen Sie es mich bitte wissen!","I'm sorry, but I cannot assist with questions regarding the generation of response data for this chatbot or any other AI-related inquiries. My focus is solely on providing information and support related to the University of Osnabrück. If you have any questions about the university, feel free to ask!","","","2025-01-09 13:39:44.856609"
"347","Wie sind die Vorlesungen aufgebaut?","How are the lectures structured?","An der Universität Osnabrück sind die Vorlesungen in einem strukturierten Vorlesungsverzeichnis organisiert, das alle Veranstaltungen wie Vorlesungen, Seminare und Übungen umfasst. Studierende können sich über die Lern- und Lehrplattform Stud.IP über die Details der einzelnen Veranstaltungen informieren und sich für diese anmelden.

Hier sind einige wichtige Punkte zum Aufbau der Vorlesungen:

1. **Vorlesungsverzeichnis**: Alle Veranstaltungen sind im Vorlesungsverzeichnis aufgeführt, das regelmäßig aktualisiert wird. Sie können das aktuelle Vorlesungsverzeichnis [hier einsehen](http://www.uni-osnabrueck.de/universitaet/zahlendatenfakten/veranstaltungs_und_personalverzeichnis.html).

2. **Stud.IP**: Diese Plattform dient als zentrale Anlaufstelle für Informationen zu den Veranstaltungen und zur Anmeldung. Weitere Informationen finden Sie auf [Stud.IP](http://studip.serv.uni-osnabrueck.de/).

3. **Gaststudium**: Auch nicht immatrikulierte Personen können bestimmte Lehrveranstaltungen besuchen, ohne eine Hochschulzugangsberechtigung nachweisen zu müssen. Hierfür ist ein Zulassungsantrag erforderlich.

Wenn Sie spezifische Informationen zu einem bestimmten Studiengang oder einer Veranstaltung benötigen, lassen Sie es mich bitte wissen!","The lectures at the University of Osnabrück are structured around three main themes, focusing on different aspects of history, particularly the 19th and 20th centuries. These themes are:

1. **Peace and Conflict**: This theme examines both national and transnational perspectives on peace and conflict.
2. **Migration and Mobility**: This area focuses on the regulation and negotiation of migration, including issues related to violent migration and societal changes due to migration.
3. **Dimensions of Collective Violence**: This theme investigates the conditions, structures, and consequences of war and genocide.

The courses, including lectures, seminars, and exercises, are designed to be interrelated, allowing for meaningful combinations as modules. The current offerings can be explored through the university's event search or the StudIP platform.

For more detailed information, you can visit the following links:
- [Event Search](http://www.uni-osnabrueck.de/studium/im_studium/veranstaltungssuche.html)
- [StudIP](http://studip.uni-osnabrueck.de/)
- [Overview of Historical Seminar Courses](https://www.uni-osnabrueck.de/studium_und_lehre/veranstaltungsangebot.html)

If you have any more specific questions or need further assistance, feel free to ask!","https://www.sozialwissenschaften.uni-osnabrueck.de/studieninteressierte/vorlesungsverzeichnis.html;https://www.uni-osnabrueck.de/studieninteressierte/gaststudium/uni-fuer-alle/;https://www.uni-osnabrueck.de/studieninteressierte/studienbeginn/termine-und-fristen/;https://www.jura.uni-osnabrueck.de/studium/lehrangebot_und_pruefungen/vorlesungsverzeichnisse.html","https://www.geschichte.uni-osnabrueck.de/abteilungen/neueste_geschichte_und_historische_migrationsforschung/studiumlehre.html;https://www.uni-osnabrueck.de/kommunikation/kommunikation-und-marketing-angebot-und-aufgaben/pressestelle/archiv-pressemeldungen/archiv-2001-bis-2005/monatsarchiv-2001-bis-2005/pressemeldung/news/impulse-fuer-effektive-lehrveranstaltungen-uni-osnabrueckniedersaechsisches-telekolloquium-veranstal/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=b1b9ec5aca425b591e419c98f24e3218;https://www.biologie.uni-osnabrueck.de/studium/kooperation_universitaet_schule/explain_os/aktuelles_archiv/3_biodiversity_springschool_2017_in_cuenca_ecuador.html;https://www.jura.uni-osnabrueck.de/fileadmin/public/media/LS-Leuschner/News/Evaluation_Mobiliarsachenrecht_WS_2020_21.pdf","2025-01-09 13:39:44.856609"
"111","Wie melde ich mich für eine Bachelorarbeit an?","How do I register for a bachelor's thesis?","Um sich für eine Bachelorarbeit an der Universität Osnabrück anzumelden, müssen Sie folgende Schritte befolgen:

1. **Antrag auf Zulassung**: Sie müssen einen Antrag auf Zulassung zur Bachelorarbeit stellen. Der entsprechende Vordruck ist online verfügbar. Achten Sie darauf, den richtigen Vordruck zu verwenden und alle erforderlichen Angaben sowie Unterschriften bei der Abgabe im Prüfungsamt vorzulegen.

2. **Formulare**: Die Anmeldevordrucke für Bachelorarbeiten können Sie hier herunterladen:
   - [Antrag auf Zulassung zur Bachelorarbeit (PDF, 70 kB)](https://www.uni-osnabrueck.de/fileadmin/documents/public/FB_07/FB_07_FormulareVordrucke/Anmeldung_Bachelorarbeit_mit_Anlagen_NACH_APO_neu.pdf)

3. **Abgabe im Prüfungsamt**: Reichen Sie den vollständig ausgefüllten Antrag im Prüfungsamt ein. Das Anmeldedatum ist der Eingangsstempel des Prüfungsamtes.

4. **Fristen und Voraussetzungen**: Informieren Sie sich über die spezifischen Fristen und Voraussetzungen, die in Ihrer Prüfungsordnung festgelegt sind. In der Regel müssen Sie zum Zeitpunkt der Anmeldung mindestens 120 Leistungspunkte nachweisen.

5. **Betreuung und Thema**: Nach der Zulassung wird Ihnen ein Thema zugewiesen, und Sie müssen einen Laufzettel beim Fachgebiet vorlegen, das Ihre Arbeit betreuen wird.

Für weitere Informationen und spezifische Fragen können Sie sich direkt an das Prüfungsamt wenden oder die [Formulare und Antragsvordrucke](https://www.uni-osnabrueck.de/fachbereich/studium_und_lehre/pruefungsamt/formulare_und_antragsvordrucke.html) auf der Website der Universität Osnabrück besuchen.","To register for your bachelor's thesis at the University of Osnabrück, you need to follow these steps:

1. **Eligibility**: Ensure you have assigned courses from all nine compulsory modules and the optional compulsory module of three of the five selected subject areas. The remaining two optional compulsory modules and elective courses can be assigned once you have completed the remaining courses.

2. **Download Forms**: Download and fill in the relevant forms for ""Anmeldung studienbegleitende Prüfung (Bachelor)"". There is one form for each subject area.

3. **Select Examiners**: You need two examiners for your thesis. The first must be your main supervisor, and at least one examiner must be from Osnabrück University and hold a professor or senior researcher status (Habilitation). Master students of Cognitive Science cannot be examiners.

4. **Research Topic**: Discuss potential topics with your prospective examiners or provide your own suggestions.

5. **Submit Documents**: Bring the filled-in form to the examination office along with the following documents:
   - An up-to-date passport-sized photo.
   - An up-to-date transcript of records and corresponding certificates (originals and copies).
   - A curriculum vitae (CV).
   - Verification for your semester abroad (""Erhebungsbogen"").
   - Proof of 10 experimental subject hours.
   - A declaration that you have not yet finally failed a bachelor examination in Cognitive Science.
   - The approval to examine the thesis, signed by both examiners.

6. **Matriculation Certificate**: Include a matriculation certificate for the current semester and the semester in which the thesis will be handed in.

7. **Time Frame**: The time between registering your thesis and handing it in is three months. You will be notified about the exact deadline for handing in your thesis by the examination office.

8. **Extensions**: If you need an extension, you must apply for it and provide justification to the examination committee.

For more detailed information, you can refer to the [examination matters page](https://www.ikw.uni-osnabrueck.de/studierende/bachelor_cognitive_science/pruefungsangelegenheiten.html) of the university. If you have further questions, feel free to ask!","https://www.lili.uni-osnabrueck.de/fachbereich/studium_und_lehre/pruefungsamt/formulare_und_antragsvordrucke.html;https://www.lili.uni-osnabrueck.de/fachbereich/studium_und_lehre/pruefungsamt/haeufig_gestellte_fragen.html;https://www.wiwi.uni-osnabrueck.de/fachbereich/pruefungsamt/rund_um_pruefungen/hinweise_zur_vergabe_von_abschlussarbeiten.html;https://www.fb1.uni-osnabrueck.de/studium/pruefungsamt/pruefungsordnungen/anmeldeformulare_fuer_die_studiengaenge_geographie_geschichte_kunst_kunstgeschichte_und_textiles_gestalten.html","https://www.ikw.uni-osnabrueck.de/studierende/bachelor_cognitive_science/pruefungsangelegenheiten.html;https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/online-bewerbung/;https://www2.uni-osnabrueck.de/fb1/geographie/studium/studiengaenge/2-faecher-bachelor-geographie;https://www.jura.uni-osnabrueck.de/fileadmin/public/media/Erasmus_DOCS/Ungarn/Erfahrungsbericht_von_Lars_Thomsen_SS_2017.pdf","2025-01-09 13:39:44.856609"
"83","Wo finde ich Wohnungsmöglichkeiten in der Nähe der Uni? ","Where can I find housing options near the university?","In der Nähe der Universität Osnabrück gibt es verschiedene Möglichkeiten, um Wohnraum zu finden:

1. **Wohnraumzentrale des Studentenwerks**: Dies ist der erste Ansprechpartner für studentischen Wohnraum. Sie vermitteln Wohnheimplätze sowie einige Wohnungen auf dem freien Markt. Insgesamt stehen rund 2000 Wohnheimplätze zur Verfügung, die von Einzelzimmern bis zu Wohngemeinschaften und Familienappartements reichen. Weitere Informationen finden Sie hier: [Wohnraumzentrale](http://www.studentenwerk-osnabrueck.de/de/studentisches-wohnen.html).

2. **Mitwohnzentrale „zweitraum“**: Wenn Sie eine kurzfristige Lösung suchen, können Sie über die Mitwohnzentrale „zweitraum“ fündig werden. Diese vermittelt kurzfristige Mitwohnmöglichkeiten, wobei Gebühren je nach Mietdauer und Miethöhe anfallen. Weitere Informationen finden Sie hier: [Mitwohnzentrale „zweitraum“](http://www.zweitraum-osnabrueck.de/mitwohnzentrale-osnabrueck-mieten.html).

3. **Schwarzes Brett der Universität**: Hier können Wohnungsangebote und -gesuche online gemeldet werden. Es ist eine gute Plattform, um Angebote zu finden oder selbst eine Anfrage zu stellen. Besuchen Sie das Schwarze Brett hier: [Schwarzes Brett](https://www.schwarzesbrett.uni-osnabrueck.de/index.php).

4. **Wohnungsmarkt der Neuen Osnabrücker Zeitung**: Mittwochs und samstags werden in der Zeitung Wohnungen angeboten. Der Wohnungsmarkt kann auch online durchsucht werden: [Neue Osnabrücker Zeitung](https://immobilien.noz.de/).

5. **Möwe**: Für die Ausstattung Ihrer neuen Wohnung können Sie bei Möwe, einem gemeinnützigen Projekt, Second-Hand Möbel und Hausrat erwerben. Weitere Informationen finden Sie hier: [Möwe](http://www.moewe-osnabrueck.de/).

Es ist ratsam, mit der Wohnungssuche frühzeitig zu beginnen, insbesondere zu Beginn des Wintersemesters, da es oft schwierig sein kann, Wohnraum zu finden.","You can find various housing options near the University of Osnabrück through the following resources:

1. **Studentenwerk Wohnraumzentrale**: This is the first point of contact for student housing. They offer around 2000 places in student dormitories, ranging from single rooms to shared apartments and family apartments. More information can be found [here](http://www.studentenwerk-osnabrueck.de/de/studentisches-wohnen.html).

2. **Mitwohnzentrale ""zweitraum""**: If you are looking for a quick temporary solution, this service provides short-term shared living options. Fees depend on the rental duration and amount. You can check their offerings [here](http://www.zweitraum-osnabrueck.de/mitwohnzentrale-osnabrueck-mieten.html).

3. **Housing Market Listings**: Apartments are advertised in the ""Neue Osnabrücker Zeitung"" on Wednesdays and Saturdays. You can also find listings on the university's bulletin board, which can be accessed [here](https://www.schwarzesbrett.uni-osnabrueck.de/index.php).

4. **Furniture and Household Items**: For furnishing your new apartment, you can find second-hand furniture and household items at Möwe, a non-profit project. More details can be found [here](http://www.moewe-osnabrueck.de/).

5. **Gästehaus**: For international researchers, the university offers a guesthouse with limited capacity. If you need assistance finding private accommodation, the guesthouse administration can help.

For more detailed information, you can visit the [University of Osnabrück's housing page](https://www.uni-osnabrueck.de/studieninteressierte/leben-in-osnabrueck/wohnen/). 

If you have any specific questions or need further assistance, feel free to ask!","https://www.uni-osnabrueck.de/studieninteressierte/leben-in-osnabrueck/wohnen/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/service/wohnen/;https://www.uni-osnabrueck.de/universitaet/organisation/international-office/internationale-forschende-an-der-universitaet-osnabrueck/vorbereitung/wohnungssuche/;https://www.uni-osnabrueck.de/studieninteressierte/leben-in-osnabrueck/studentenwerk/","https://www.uni-osnabrueck.de/studieninteressierte/leben-in-osnabrueck/wohnen/;https://www.uni-osnabrueck.de/universitaet/organisation/international-office/internationale-forschende-an-der-universitaet-osnabrueck/vorbereitung/wohnungssuche/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/service/wohnen/;https://www.asta.uni-osnabrueck.de/rund-ums-studium/wohnungssuche","2025-01-09 13:39:44.856609"
